Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,PSH Flag Count,SYN Flag Count,FIN Flag Count,ACK Flag Count,Average Packet Size,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Protocol,Label
21,42431.12266340943,7,8,132.24483734686567,21.838012047736125,3.9689292631774564,58.268620667035066,47.17527395232808,30.567945580269715,137.33286790748073,118.689027006365,2.039307286669903,20.534398114880428,5419.137093055561,10.026773288169691,9049.113581542946,2561.174679834229,13579.873903742095,313.49142730528183,7096.254433391603,513.0037963174286,84059.14566621803,852.0527079291674,3389.544926474214,4848.364307627871,48223.046287510406,1280.1743660895393,2,2,0,11,312.34775906688753,65.88065061570126,50.08426518826789,6,BENIGN
22,81848.76275486991,8,7,566.6184891811803,444.5442859682694,2.366034637847548,18.384773318655604,153.84407826802806,11.592064028195699,167.6999361443916,16.734994922641178,114.19403191972157,14.104364567052555,5987.728429521763,236.71123263416703,11726.253656937213,6395.736101432298,3676.249146000463,107.56874792399972,10213.289500224602,31336.880256067197,41689.15298549565,2870.873639764722,34403.42535659511,2018.0225322761314,36536.16368337384,625.3414599454627,2,1,0,7,95.56164165906638,48.43743193242345,7.710013642402505,6,BENIGN
3389,71389.356067275,10,4,397.3700100780366,463.3671445215951,176.96325132519297,32.874252828072386,114.7481558028978,16.447293416595866,118.40008923122183,19.50067316286515,41.073382270537685,6.6991936898743925,56929.98917883448,2097.95869221376,10686.8001598783,11233.302963861635,26397.127819023528,2277.9231211495817,6220.433641851339,6144.783010877948,21759.354754898945,7144.725101504802,23230.131059758307,1883.66102102435,22917.525912380523,4186.900762196476,4,1,3,15,41.11545660958803,52.120425763526,86.68747646079495,6,DDoS
443,8355.88052049445,10,5,1158.665895645989,469.3212778965731,95.64726299614881,91.4800434504134,172.1442799602138,11.35611206362186,51.7197330835365,20.659909405520544,118.81988046117732,41.75487949683597,1173.424866955475,273.0163008740414,19291.669342382018,5881.886902902762,41246.37034042812,601.8260563696463,22606.886888477293,4577.507851684945,21357.477604311498,5408.446690393392,85.59726787338369,516.8298782254881,35579.78727025308,3503.040353778304,2,1,1,10,159.19194221863654,41.77041201266825,11.346722395650708,6,BENIGN
21,8081.81711588561,11,11,797.6932431329708,38.261825916115036,161.92330251844996,17.69755198326516,369.8306054066776,28.621300757195172,14.959564179559395,3.6285935615037532,23.004987312259022,6.123033030900396,147.61947227771856,147.41748627046715,44203.08562350985,599.3516780097357,29720.90020940934,178.8660617328214,3590.741588389729,494.8672186135897,35100.846840417675,1200.2679334905633,4933.628186589152,1772.4545884019035,19468.492972907978,984.2092941658194,2,1,1,13,134.00298703578045,138.46581480197275,42.13604062993013,6,BENIGN
443,15610.650034924265,8,16,82.06719486051253,142.93021078907546,40.81508079981422,87.75592227715607,0.8931323395106061,3.8428674144982504,175.83563223881654,75.3937433673325,55.927413751267466,3.136403238641228,1130.5987438772727,11.186333860990898,9958.77709129542,3008.9890063322764,2647.6986631495015,3549.3083656785634,1185.0810750894743,2009.940639714897,34513.38714719573,1585.743148440653,11794.15775861873,17223.657634959833,20502.32439140478,1497.9188699781,1,1,2,8,350.6541159448376,1.6355165966894263,261.20448695370266,6,BENIGN
21,22398.3887036828,9,11,471.0114253538361,185.59338434305275,298.26720608998664,22.821683808518685,94.34451755531624,5.8179652172465435,5.821776436687149,10.075889167546226,299.4278561458674,19.337740353452418,57172.70067789683,27.045003697920205,9280.256083424196,2585.036446300495,16498.347897867687,2357.8340911006617,2533.912234204452,4940.964026678568,4898.760473171989,2577.9876459229886,7078.2457088082265,11080.338176996787,9173.130928885335,208.38451707790355,2,2,1,9,122.3719149236347,76.74980958395952,257.408418704999,6,DDoS
3389,26250.925177694702,9,7,529.3979188357752,700.6239155403057,349.7472711259187,109.79201324957148,10.211175704775997,36.25965342931071,171.10271839234824,11.661080770652891,27.702631697330172,6.063700691139653,47415.0586583956,2410.8285289871587,1189.802636877979,3312.5456204793054,9121.325264130888,321.5233921536142,14048.96284221121,7804.431598442273,9407.069554737851,791.783033904326,45803.284047206995,2714.2659672484965,15636.530409269842,661.9732988551915,1,1,2,15,95.45662783144078,142.6202513857155,9.764659365325649,6,DDoS
80,56924.42665775756,12,17,990.4482900229201,1578.4953759750986,162.83814495327135,1.8587269019489319,220.9463396489683,25.062738983504826,378.84753074369473,73.1816741158077,151.22619476143166,5.071248217788551,15274.775422631692,797.0460601177814,25449.443497951022,1723.0856537425354,7856.663965572371,38.13010975335477,4356.107526531908,5059.284346518277,25907.70605215556,1815.0505195086266,13835.583317213375,247.0885881961132,3138.268044584199,3623.3405099835336,2,0,1,10,102.70675782058258,6.227475816096694,7.690590369657546,6,DDoS
21,2917.508476068961,6,9,512.1562297086552,214.2848242640455,48.81825351221909,17.916332426402647,20.582140158793337,26.573381323025252,689.8692596804314,3.103861821410754,146.83120349535557,40.14849157882147,12861.565638506167,27.13858393923518,647.3535563533634,4085.656543192339,31860.196869438543,391.71682572274176,3604.52003500844,19890.364679937196,35090.62122206081,709.3627340132449,10327.239611926454,5036.256801922954,15234.888766502694,2246.7432598846476,4,1,0,15,591.0406231070109,13.206495996768163,0.02406816151686338,17,BENIGN
443,1764.4034271014832,10,10,75.8268601466688,323.2263654992375,36.53178284975871,11.733448249328248,34.45716303944284,2.0878079425316978,60.562580761424464,20.470735925843826,11.710058542131312,5.517039044166716,125412.13804578982,90.92568256548815,11321.299552216144,8157.127460971357,13075.471019490053,108.2685917184103,3709.800491073205,1802.8885894030839,1316.5714169863202,1453.2186441529548,5523.6899104514605,5366.817050426315,9802.397540082815,91.124238056959,3,0,2,14,200.11415609654642,6.238074989519347,9.842630548969593,17,DDoS
3389,24871.665370648694,9,10,149.5058244363326,2.9457235023385477,147.32446785294013,132.7476743930318,309.2614144413161,13.248708696834772,13.803903735629714,41.17166330538428,19.537966331231598,12.816344609685368,242282.13064812083,157.3321603373212,13579.275479035736,2042.3050377882898,37673.42620057531,575.9033496418054,867.9707444327157,10796.38785762326,30828.5410897078,239.35970414955838,2047.5288676605958,2382.6756259808635,6570.784146003002,1455.9983296277885,2,0,3,11,277.291546411669,0.5460595095160996,33.67816095946077,17,DDoS
21,59728.142876654056,17,7,507.50190892141023,3.5272185458365355,423.9692707901804,33.57152431864204,161.508308050315,16.617843156188567,11.916364828730583,6.152962341581649,9.58570649651595,15.944665771287315,188557.60670075062,171.2406064038562,4038.062182436851,12674.521750181311,10406.855775872393,832.5669251114809,36478.79761535982,7542.71740395413,366.4917734295031,2222.9201570928353,13617.962232845477,9226.41781454888,31751.143179018032,2067.1232927932856,2,1,1,5,190.05210201696937,98.35746278336033,115.00316907992429,17,DDoS
80,10748.560735327195,13,14,1214.88192119007,30.968557784875454,129.4524708630359,47.32674152951866,3.8687040393837355,30.2753220366545,81.16236273543888,27.70344770732951,23.78006544906141,9.963887318073231,17600.42025090318,102.14251783567947,1093.1935325534853,1615.9938058705131,15721.135206730913,61.628418699176834,5078.480238163495,379.5882540749874,8391.986348577431,144.97951746162616,412.8822324700386,7230.8117676355305,11086.156278361539,624.016139209326,2,1,3,8,206.2242170940625,5.766521567836157,9.701257317744698,17,BENIGN
80,51291.95595190131,14,10,1110.636058428126,508.4247702723158,274.23692226239046,16.630392878084212,3.8400283152721086,10.971647083054286,188.28448166343713,21.82973431244952,51.940318094779975,5.592010266415168,161914.90491882103,296.82436144321116,5530.958534601754,3480.0020345870603,7721.6500133072495,3817.826220371575,12412.961031082841,2598.4811333849584,76479.36305187424,217.85903171385283,28882.436736216117,2164.1236248434834,20017.402732361767,759.0646140985763,1,0,1,11,258.8264548457883,21.05789377196613,20.19376390067695,6,DDoS
22,15043.64368611164,7,7,222.50812767723335,78.47243005311276,125.00129674184178,8.2424135001675,136.67042968459046,15.56145313757304,5.887490983115892,19.407990479515384,184.25073171600818,11.725157654326722,213484.2883281231,365.04275458553775,2742.2008325643415,5318.089150705489,10187.58688096313,687.7570549850324,15578.754214933031,37601.67573683402,14227.117531812219,2630.596343135448,5324.165476173542,2495.2678016740515,8241.246991543496,186.26545470117495,3,1,1,4,166.37662504757117,389.69111474180295,265.33066498013466,6,DDoS
22,108615.62282352138,15,10,887.9626757369673,567.2775297850386,168.40560901727474,54.714372050999884,5.837663904033682,5.444938188151611,22.117941095516798,15.765090456375086,35.36012368749058,7.654299271426678,72222.168099572,913.0058779847103,9012.526105521672,8559.874370417097,23112.958967765266,1059.780992356399,5669.847988767573,945.1638810358145,16915.008706070716,1225.2646570492363,8829.273653784174,1163.359527601296,12242.335779539077,120.07909324546165,0,1,2,13,5.6810851498369415,58.201395607817894,2.232983117560666,17,DDoS
443,113019.37549945613,13,8,357.99085568650946,226.16633635428846,125.82191994400387,19.985821411725077,152.70005187299307,35.690424519616506,106.58770899600624,20.709903089046925,308.9773462887504,0.5421008921695927,8143.954507211927,1561.945493105773,355.22104980848275,5508.100282528885,6666.512709758838,307.65172639028395,24868.829928198094,926.5478874971554,33645.48288435395,1050.9888122856635,5713.847265119012,2054.8062787510617,5494.023711349624,3433.807078100497,3,1,0,14,24.635235734479892,11.153858153896607,87.5925772278484,6,DDoS
21,17640.35057938895,10,17,312.13041219350373,758.765359042484,128.47835366432153,158.5834303025862,206.817876981558,49.042767234408586,10.719655353183748,24.872342512436393,35.6687425885112,5.5432878053268455,8361.953661955025,51.2141301588799,493.6030671320521,10651.572191239331,120049.80920936076,915.030780083836,14992.346754904493,5208.368982003637,21923.382453778442,3190.2327589126917,4995.706536290146,11854.790797348496,13677.476532585619,1202.5539511525133,1,0,0,13,124.05816632838875,13.107251249399724,101.48591451007292,17,BENIGN
21,13067.832621562808,7,8,216.07433717410782,817.0629750974548,201.62903114541817,38.81588519274342,1.9300657842725342,12.47845592417649,252.8535277096323,6.858707126214403,62.2460443988724,13.242061568434785,18740.730405985938,3.939219974803349,8505.386996574243,8893.722969618657,33849.285494790296,651.8931986549514,737.3919840368228,8668.94069885443,9022.44618896985,604.9847503904924,44762.919378871826,277.2311854698856,23698.17201090792,3671.4402545805606,4,3,0,7,214.36198024619833,6.839576074359822,21.361086318226533,17,BENIGN
22,26492.265507650143,14,6,566.9168636917766,847.5488290817802,75.6878667735164,8.92112051046015,19.87760769399138,11.498392059756021,83.92362372796556,11.646007057079652,234.20306349282077,0.19150010160286893,997.8684149356874,105.69829560170909,1486.357568124506,1140.3423059615532,2567.822799462611,1936.9704642531633,20594.874599620718,166.6886854138907,22286.548125773093,605.6172150185299,9099.181489016893,18398.39659732361,11561.439818755825,721.5191138908247,1,1,0,10,179.29714659622775,6.695276694730384,21.823423384319096,17,BENIGN
21,13756.827230918525,9,10,457.6426352091064,313.66894315310196,351.50746060694007,1.44471737344664,1.8770438891362664,7.957815625193547,58.69474601662398,120.67223057647847,64.41874923983677,15.745508244416413,17167.096100693645,115.40732801055802,4452.094295751132,2316.1965832759856,5233.0332920944975,243.80778108518243,2984.314913699631,1814.457946730286,19625.600586701676,1141.5002863599084,23405.078755796505,1936.6658578500776,13416.298761050026,162.3483169871949,3,2,1,9,5.949123780772559,117.43254418793927,79.95652848490417,6,BENIGN
21,55795.6304908971,9,4,234.73295535144214,621.4261648939314,298.70674103827633,15.859817455540787,6.049745124067764,6.207427799975144,1.5984592539814442,144.5892872953855,34.24603336016204,0.4727194434315771,14799.721496866507,410.1696689933858,20793.24863117996,147.97037848910153,22326.238078835857,3.133418970685372,6063.9302538903,3704.314882640124,3438.711846784511,2779.7600185588453,2381.7974727753117,8129.7615032774,11822.351064076873,1146.87074552143,0,1,4,5,227.37855617927036,14.87041292521492,43.23539079401865,6,DDoS
80,87453.58995806877,12,9,719.5063080590492,433.77990142937017,193.81913937786177,23.13296363135802,61.09805117466124,16.12081162745344,14.387628675328752,245.5073054763288,52.18889663455203,12.413059042551634,2627.4613727789524,1.2224513615987527,250.1951364606765,1694.155754945286,3834.6636987085326,198.30810363452704,55339.16555419217,6885.907678157196,34104.905098842064,347.14631071091685,8591.890160830257,1706.5067048573167,18074.458052501195,563.1252508089415,5,2,0,14,258.5869762393122,2.772101211200627,14.491716083765807,6,DDoS
22,55903.844684429016,8,9,238.49034082169933,82.66858232989453,204.05083600090114,13.913467511972597,104.79527373722865,3.6969576069162824,210.9579655054408,32.56761334810832,54.931666388080366,0.9439520448182447,121133.96131487744,847.869884070283,1620.0230026923396,75.69989237129491,127.45447592428772,255.4824926085837,3617.114792233279,2331.8337112783183,23397.270522028113,520.4004784749746,7316.329784216812,3170.747796854104,9687.723176741783,415.5467073003424,3,1,1,8,18.775844327168894,95.40256295200459,16.153407104377333,17,DDoS
3389,86963.22232633,8,11,439.0007241995478,192.1940518275982,79.97111687249395,27.304672663724705,52.23319087938661,17.79871570967844,144.06274450062088,7.283480325961005,7.769363457474929,28.248786556984943,10357.627378643192,149.15369250950565,23565.598598633627,5804.695086882731,20931.102155033626,578.5920042190729,32338.0201122586,4490.538703480484,1638.2643477335087,1951.6736029526226,5440.496124681017,2864.714447448064,1174.0276449513008,2491.432999755494,3,1,2,12,2.105607682493848,116.37334564458682,47.47310825683799,6,BENIGN
22,25291.254217093472,8,10,249.10519087336797,1311.9001821091351,268.0395005891832,126.70029104277181,39.01363255777472,16.47961150982749,2.471550732518806,57.56446855129267,36.30212456520191,36.189907132145585,210473.73841316643,247.52352095084757,4783.9027522726265,6189.988676872582,5331.864706242713,472.5973301411795,17992.41956690628,3171.3480597383546,3893.9149155493938,6704.550032095212,7429.706070378641,3946.5584709718046,31745.95283516759,1095.1931541338738,2,0,0,12,36.97502951897672,78.6972277904877,6.3955176066299515,6,DDoS
3389,8498.920631877976,7,11,62.145205992899506,592.3557931292012,404.58775782271874,2.9484222157469837,18.52630721362282,23.687707063012724,437.8344306359346,138.09419713167946,52.31040114438092,14.293540386684828,108694.12342278342,718.825310566946,4568.212830554907,7625.451927190038,3864.2370758083307,321.20262746224824,15487.442250435552,4428.160197611086,3502.778547025416,1791.1407185626429,3044.2418522004064,5836.834136779008,6758.080322638184,281.00431756398956,3,0,0,10,54.510133678862516,0.3486897807450196,85.80150635658906,6,DDoS
80,66961.17845359462,9,10,87.88813737574148,122.06363150360914,237.820571712506,96.93598561471792,21.595346505055236,5.117063287309405,52.29623384494564,1.5747269877456873,105.75393624442955,2.0286108014437696,3058.176872206306,119.58320706553853,8057.814671179806,767.0321476712819,22656.406240611952,342.64399035381035,56537.1049162779,6796.738866385204,1810.3435859273595,1242.8228199719597,17338.324839320117,1388.1787620482207,20770.84808059312,575.7102576345001,0,3,0,9,102.44107107726019,28.794654032228564,5.005270645780807,6,BENIGN
443,22351.439594779684,10,5,534.6319081207422,131.94329199463428,21.411408037320374,33.28576242383826,69.85779608215758,24.210488848451735,111.88762309827011,1.1144556372815946,0.4240812009020351,35.084271357843825,25427.883807859514,88.93638683100673,5789.357490171152,1961.1009169821252,10491.227057380345,229.5994617297725,27150.822158044724,7119.963612832526,5881.263594238593,3124.486692143715,10285.381631696297,2036.1195613774423,41407.25599585026,999.7576739228224,2,1,0,16,14.679337194547253,11.361468303624626,94.99613608718782,17,BENIGN
21,55626.05221006178,10,9,833.5954581892488,117.30900011023593,231.7034506995065,142.13461213516482,154.90451949810588,0.3413716615727122,153.87611176244204,47.40650738928555,117.70002888794065,19.54162886156026,23304.37723552711,147.52288713668162,14885.126137419382,4949.486790376789,56895.577263812236,79.74434396172738,22819.58286000747,1307.3039741174453,21323.278211640853,787.4699573296273,1390.787187738168,12456.580368433626,27369.165521128933,629.7588804223357,1,0,0,14,78.63862188980228,118.28241569860157,39.10240810304759,17,BENIGN
80,15779.662321674778,8,5,315.99120126709136,159.48420404019723,93.70318597488091,65.98580874721742,41.47773994683125,15.289756216756258,376.2494305954696,2.012200861554861,22.0498347481803,31.687981077235413,28588.650830240542,52.4452661906165,3301.2572437534186,9595.41841111352,6198.432854031221,1491.7778304722767,661.4365326516056,2835.1351125811543,3247.0122276980055,1702.8480748233922,7282.729438132478,1215.7289778450458,8468.259860007076,1589.9753748283877,2,1,0,7,228.91857714295446,68.509275473292,0.3134685003091612,17,BENIGN
21,4235.953125196913,16,4,196.9564397410644,1054.1469653699419,140.74192459279712,10.813430424350868,224.57788820503933,37.167210855765425,265.34649227484965,24.844302786463924,87.96511391903074,9.350851765346066,134141.86219262937,2041.1140579919174,1639.4572840118105,9457.014119114441,5653.865751387059,35.5091896420082,5725.707265837919,1961.1155033691107,6200.565336482204,411.29495618428706,31586.060383524346,1804.557654644179,16346.933017793683,616.701199101862,1,0,1,6,113.05257494942038,25.501605141504843,14.180972844364375,17,DDoS
443,245190.91152837707,11,10,205.11131460363356,227.34114145175263,709.269550247906,192.38664737302202,4.282094325635136,26.024702862456785,109.1816476812585,23.69484546962445,103.59585765349348,8.21469623988009,203711.37758769956,383.3057630362232,8088.884603885218,2583.112406332722,16611.894483380067,984.1127193879349,4919.119675979465,2622.514083846216,63445.68681477598,754.3074347000651,30938.92409940673,7277.714552858006,13425.293093155724,5538.613345647047,1,2,2,7,40.59823133743274,9.49931035886412,22.47772219494424,17,DDoS
443,8492.078318230082,8,15,455.21310162011434,181.18146728426558,66.79192503190194,10.084861604998835,141.3859346074196,38.05368443554096,18.008178372902133,5.211423406160869,137.44318678305183,13.477954073872098,27578.004996670283,167.44176944934435,6362.426051195263,2006.4567687976635,13594.090915305938,1979.929007717641,853.0280243702624,2616.643406521057,24483.794802664775,1902.7645760469009,50468.685100835464,1308.4555986455343,3345.686274309097,6142.924001613248,2,2,3,11,60.22064356050926,92.40324299016903,39.473294609134754,6,DDoS
80,222928.08225093893,6,1,315.2641067546099,109.3446198256716,64.27821783281178,24.59489432531861,33.08147081154197,3.2115052344705717,223.73629374786557,68.49771842024033,212.35451497483348,9.120079806143,8802.794688932001,153.39343945600763,4455.515007918285,3119.852612291909,2014.3931696062014,470.3757689081741,1476.389986547864,253.1977790479717,20994.330413187876,1402.4122448393696,2752.092865855915,4368.336654831243,8687.005253468515,2442.58762053028,2,1,0,12,126.20545312299933,13.620260812095408,129.8203640355271,6,BENIGN
443,189225.3358553752,7,13,0.36948925069585126,891.7638344955669,45.80217555471907,231.2397095105858,162.46273571506745,25.38042682113644,203.63025499499136,5.764192241440703,161.1897708053715,2.807033548845042,3115.6097359136593,1.0225887339633488,4742.745436577337,869.6632191466807,18678.00795729556,927.7952173027077,13850.456967990203,10593.137100012253,6774.943478528553,3516.6708803445395,17894.884881447495,1860.3353599571064,11175.722878245693,2292.96180230138,0,0,1,12,64.69505131977131,26.847091410294833,66.12144504727179,6,BENIGN
3389,78949.82545309381,16,10,738.0482136340752,1262.1403806986,20.39411465183662,14.283701167760357,201.47704170847226,12.662732279140183,122.31239304279381,16.00111194624651,70.20334982239703,26.171540711717437,3965.8092975772124,301.44067738735356,24115.52417936336,1308.9756895227733,26955.560570970207,983.6428354291993,19870.46619026821,3235.1462357599194,18321.578759849326,347.36318048934464,9877.904655315386,2830.69399328446,2653.0370037790517,2257.5343705860796,1,0,1,6,75.47144074693608,27.255569558222565,61.533037622872165,17,BENIGN
443,53855.69647955132,10,6,76.76090253633264,156.3536421439596,27.61974032305925,59.847369338517154,96.42681408517838,7.8065989620546965,543.7294763899994,64.95832370648105,90.48387703223467,3.1692503116329354,17570.710960807228,7.6527272404067315,15777.190057638232,91.48297447617423,4365.957694043834,128.52504839263906,11502.630342954999,13821.046506384502,5958.125139845902,1009.9053401908162,16217.319772057202,9593.58975738029,3874.3646400752878,109.28801612668869,1,0,1,8,117.78759667463163,73.24133491411602,18.202088866280683,17,BENIGN
21,43114.64212746629,8,7,561.6729515017992,383.52631953591884,108.31504299324644,227.68074637153327,35.08699903206454,8.793772390516644,90.16870455238866,48.14016610790497,84.77446150590315,20.58134679819436,12396.00845602247,154.97642655125085,2231.2217823576216,6883.083570754064,5846.233271614371,250.96671292500943,18200.257947529622,6404.562658695648,18632.74141997485,80.581612618646,11494.853598741633,1594.1103417734416,15991.931328296987,3698.538296567906,2,1,0,9,111.9638738580921,15.253872025552834,18.649296125335354,6,BENIGN
21,100533.67838174588,15,7,210.96031409614082,1272.182821718577,360.8585898843346,70.06221269594613,48.84201123865498,2.150407308226054,28.855096710310423,31.991346629227895,51.06893616685061,33.22290920012405,26068.19605069579,12.901120789576085,5854.076787326197,26445.847724068084,1365.2346884023157,234.1964526089856,11075.739217563845,15185.389177595403,36485.6103874216,5219.966632900326,2995.2619136054327,42.76412896081659,50745.50844349197,124.58781179901204,2,3,0,9,67.99631210162893,0.6308971071219992,7.498934827372557,17,BENIGN
21,17085.060709710604,9,8,431.37804677827484,276.8430892032364,249.03017643176582,65.21803713085086,64.19700873364555,23.87732098218281,35.126274293004954,2.508624455412871,102.45115546877344,11.299791256975611,152495.13553601227,329.3718855464673,13993.214079886407,403.4519321995822,4187.594980542892,118.14194711384916,15034.965638436213,15720.240622777323,24173.342018218358,1391.7299120263863,1072.9344245147079,5603.6305781015135,24299.117270260063,1008.1368751137369,3,0,2,14,117.84936718574943,87.4826369269954,65.81252568060988,17,DDoS
21,31525.637222570447,7,11,965.9156786949957,252.9430448395549,30.224202036143428,58.299604619315716,49.60362129959342,19.987813923087987,62.62827904839473,71.9959110927362,42.227290951226394,4.3759177074073445,3432.1877617905266,91.8605330216712,7315.162102444108,814.7822641228724,9707.576476914037,1087.7871913154984,15441.308843943225,198.15178716385586,8784.242220400272,301.1059297644256,7374.508296001475,12695.902112284497,21491.876120005105,1353.6637585638687,2,1,2,8,123.3154982449076,80.49171254851636,20.67644331849177,6,BENIGN
